date,amount,category,merchant,description
2025-07-23,817.04,Transport,Toll Plaza,Transport - Toll Plaza
2025-07-23,3048.42,Healthcare,1mg,Healthcare - 1mg
2025-07-23,326.82,Transport,Toll Plaza,Transport - Toll Plaza
2025-07-23,216.78,Food,Haldirams,Food - Haldirams
2025-07-23,472.64,Food,McDonald's,Food - McDonald's
2025-07-23,517.49,Food,Subway,Food - Subway
2025-07-23,553.97,Transport,Metro Card,Transport - Metro Card
2025-07-23,701.38,Other,UPI Payment,Other - UPI Payment
2025-07-23,8168.26,Education,Stationery Shop,Education - Stationery Shop
2025-07-24,899.15,Transport,Rapido,Transport - Rapido
2025-07-24,5318.36,Investments,Zerodha,Investments - Zerodha
2025-07-24,3158.86,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-07-24,2008.64,Shopping,DMart,Shopping - DMart
2025-07-24,1914.01,Bills,Water Board,Bills - Water Board
2025-07-24,239.67,Food,Barbeque Nation,Food - Barbeque Nation
2025-07-24,507.1,Transport,Parking,Transport - Parking
2025-07-24,580.55,Food,Starbucks,Food - Starbucks
2025-07-24,467.6,Food,Swiggy,Food - Swiggy
2025-07-24,3507.78,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-07-25,656.65,Food,Street Food,Food - Street Food
2025-07-25,129.39,Food,Starbucks,Food - Starbucks
2025-07-25,1050.91,Other,UPI Payment,Other - UPI Payment
2025-07-25,365.12,Transport,Toll Plaza,Transport - Toll Plaza
2025-07-25,1119.35,Transport,Rapido,Transport - Rapido
2025-07-25,7008.65,Travel,AirBnB,Travel - AirBnB
2025-07-25,1446.31,Shopping,Lifestyle,Shopping - Lifestyle
2025-07-25,675.62,Groceries,JioMart,Groceries - JioMart
2025-07-25,884.22,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2025-07-26,180.38,Transport,Indian Railways,Transport - Indian Railways
2025-07-26,2497.55,Groceries,DMart,Groceries - DMart
2025-07-26,1639.65,Food,Street Food,Food - Street Food
2025-07-26,4050.0,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-07-26,4017.09,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-07-26,2300.59,Groceries,JioMart,Groceries - JioMart
2025-07-26,3863.87,Shopping,Ajio,Shopping - Ajio
2025-07-27,775.32,Food,Barbeque Nation,Food - Barbeque Nation
2025-07-27,586.15,Utilities,Plumber,Utilities - Plumber
2025-07-27,1244.65,Food,Swiggy,Food - Swiggy
2025-07-27,7219.07,Travel,Booking.com,Travel - Booking.com
2025-07-27,535.15,Transport,Toll Plaza,Transport - Toll Plaza
2025-07-27,1625.7,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-07-27,2930.69,Other,Transfer,Other - Transfer
2025-07-27,1501.19,Food,Subway,Food - Subway
2025-07-27,1233.38,Personal Care,Laundry,Personal Care - Laundry
2025-07-27,682.81,Food,Barbeque Nation,Food - Barbeque Nation
2025-07-27,1889.54,Entertainment,Hotstar,Entertainment - Hotstar
2025-07-27,345.79,Food,Pizza Hut,Food - Pizza Hut
2025-07-27,728.87,Personal Care,Salon,Personal Care - Salon
2025-07-27,1066.77,Groceries,Blinkit,Groceries - Blinkit
2025-07-28,2250.87,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-07-28,363.99,Transport,Indian Railways,Transport - Indian Railways
2025-07-28,625.43,Groceries,DMart,Groceries - DMart
2025-07-28,444.61,Transport,Ola,Transport - Ola
2025-07-28,1001.15,Food,Pizza Hut,Food - Pizza Hut
2025-07-28,711.43,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-07-29,1047.58,Shopping,Lifestyle,Shopping - Lifestyle
2025-07-29,467.69,Transport,Uber,Transport - Uber
2025-07-29,1266.18,Shopping,Myntra,Shopping - Myntra
2025-07-29,1574.84,Other,Transfer,Other - Transfer
2025-07-29,991.12,Food,Local Restaurant,Food - Local Restaurant
2025-07-29,905.14,Groceries,Blinkit,Groceries - Blinkit
2025-07-29,1413.45,Shopping,Flipkart,Shopping - Flipkart
2025-07-30,202.64,Food,Pizza Hut,Food - Pizza Hut
2025-07-30,1152.66,Other,Cash Payment,Other - Cash Payment
2025-07-30,2645.17,Education,Book Store,Education - Book Store
2025-07-30,642.25,Groceries,Local Grocery,Groceries - Local Grocery
2025-07-30,704.09,Food,Street Food,Food - Street Food
2025-07-30,2273.03,Other,Transfer,Other - Transfer
2025-07-30,692.73,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-07-30,701.69,Groceries,BigBasket,Groceries - BigBasket
2025-07-31,1554.9,Shopping,Croma,Shopping - Croma
2025-07-31,216.26,Food,Local Restaurant,Food - Local Restaurant
2025-07-31,3181.3,Shopping,Lifestyle,Shopping - Lifestyle
2025-07-31,2658.05,Other,Transfer,Other - Transfer
2025-07-31,393.47,Food,KFC,Food - KFC
2025-07-31,1215.6,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-07-31,426.18,Food,Street Food,Food - Street Food
2025-07-31,920.43,Transport,Parking,Transport - Parking
2025-07-31,5900.01,Shopping,Amazon,Shopping - Amazon
2025-07-31,2454.05,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-01,598.55,Food,Zomato,Food - Zomato
2025-08-01,1215.52,Groceries,Blinkit,Groceries - Blinkit
2025-08-01,349.15,Food,Local Restaurant,Food - Local Restaurant
2025-08-01,479.1,Transport,Petrol Pump,Transport - Petrol Pump
2025-08-01,654.32,Transport,Metro Card,Transport - Metro Card
2025-08-01,955.51,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-01,1022.6,Groceries,BigBasket,Groceries - BigBasket
2025-08-01,1897.39,Other,Transfer,Other - Transfer
2025-08-01,6633.09,Travel,MakeMyTrip,Travel - MakeMyTrip
2025-08-01,8652.2,Investments,PPF,Investments - PPF
2025-08-01,2163.56,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-08-02,746.82,Bills,Jio,Bills - Jio
2025-08-02,945.23,Food,Pizza Hut,Food - Pizza Hut
2025-08-02,1516.07,Education,Coursera,Education - Coursera
2025-08-02,688.53,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-08-02,1042.73,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-08-02,1461.21,Groceries,BigBasket,Groceries - BigBasket
2025-08-02,3391.68,Groceries,BigBasket,Groceries - BigBasket
2025-08-02,349.87,Transport,Indian Railways,Transport - Indian Railways
2025-08-02,9040.22,Shopping,Amazon,Shopping - Amazon
2025-08-02,1245.97,Groceries,Zepto,Groceries - Zepto
2025-08-02,5881.36,Shopping,Croma,Shopping - Croma
2025-08-02,680.25,Food,KFC,Food - KFC
2025-08-02,257.22,Food,Subway,Food - Subway
2025-08-02,1083.66,Bills,Airtel,Bills - Airtel
2025-08-02,3375.39,Groceries,Blinkit,Groceries - Blinkit
2025-08-02,412.0,Transport,Parking,Transport - Parking
2025-08-02,583.99,Food,Subway,Food - Subway
2025-08-03,1786.86,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-08-03,1089.91,Food,Local Restaurant,Food - Local Restaurant
2025-08-03,275.32,Transport,Rapido,Transport - Rapido
2025-08-03,917.78,Bills,Airtel,Bills - Airtel
2025-08-03,519.06,Healthcare,1mg,Healthcare - 1mg
2025-08-03,4267.39,Travel,MakeMyTrip,Travel - MakeMyTrip
2025-08-03,1223.69,Utilities,Electrician,Utilities - Electrician
2025-08-03,1481.86,Other,Transfer,Other - Transfer
2025-08-03,494.45,Transport,Metro Card,Transport - Metro Card
2025-08-03,1126.39,Investments,Mutual Fund,Investments - Mutual Fund
2025-08-04,763.73,Entertainment,Hotstar,Entertainment - Hotstar
2025-08-04,2250.0,Food,Domino's,Food - Domino's
2025-08-04,1638.35,Personal Care,Body Shop,Personal Care - Body Shop
2025-08-04,1315.39,Personal Care,Laundry,Personal Care - Laundry
2025-08-04,27962.29,Rent,Housing Society,Rent - Housing Society
2025-08-04,293.52,Food,Pizza Hut,Food - Pizza Hut
2025-08-04,1804.22,Groceries,Zepto,Groceries - Zepto
2025-08-04,427.45,Transport,Uber,Transport - Uber
2025-08-04,841.6,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-04,2743.61,Bills,Internet Provider,Bills - Internet Provider
2025-08-04,362.35,Food,Starbucks,Food - Starbucks
2025-08-04,275.38,Food,Local Restaurant,Food - Local Restaurant
2025-08-04,2276.82,Transport,Parking,Transport - Parking
2025-08-04,840.22,Transport,Rapido,Transport - Rapido
2025-08-04,259.46,Food,Zomato,Food - Zomato
2025-08-04,389.56,Food,Pizza Hut,Food - Pizza Hut
2025-08-04,2805.18,Other,Cash Payment,Other - Cash Payment
2025-08-04,7765.91,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-08-04,6965.74,Shopping,DMart,Shopping - DMart
2025-08-04,1660.6,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-05,3220.16,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-08-05,2698.68,Healthcare,Hospital,Healthcare - Hospital
2025-08-05,325.28,Food,Starbucks,Food - Starbucks
2025-08-05,768.83,Transport,Metro Card,Transport - Metro Card
2025-08-05,314.03,Food,Subway,Food - Subway
2025-08-05,968.91,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-08-05,1766.79,Gifts,Gift Shop,Gifts - Gift Shop
2025-08-05,1324.75,Shopping,Ajio,Shopping - Ajio
2025-08-05,1915.62,Food,Subway,Food - Subway
2025-08-05,783.79,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-06,594.5,Food,KFC,Food - KFC
2025-08-06,12447.73,Travel,Hotel,Travel - Hotel
2025-08-06,5031.24,Travel,Booking.com,Travel - Booking.com
2025-08-06,1247.58,Transport,Petrol Pump,Transport - Petrol Pump
2025-08-06,534.11,Subscriptions,Gym Membership,Subscriptions - Gym Membership
2025-08-06,933.61,Personal Care,Laundry,Personal Care - Laundry
2025-08-06,692.65,Personal Care,Body Shop,Personal Care - Body Shop
2025-08-06,677.79,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-08-06,1011.12,Subscriptions,Gym Membership,Subscriptions - Gym Membership
2025-08-06,531.88,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-06,1579.34,Personal Care,Laundry,Personal Care - Laundry
2025-08-06,547.35,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-06,381.48,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-07,3037.89,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-08-07,658.69,Other,Cash Payment,Other - Cash Payment
2025-08-07,922.45,Transport,Metro Card,Transport - Metro Card
2025-08-07,512.05,Entertainment,Spotify,Entertainment - Spotify
2025-08-07,638.0,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-08-07,4280.44,Shopping,Ajio,Shopping - Ajio
2025-08-07,2585.22,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-07,715.63,Food,Starbucks,Food - Starbucks
2025-08-07,981.38,Bills,Airtel,Bills - Airtel
2025-08-07,697.01,Food,Local Restaurant,Food - Local Restaurant
2025-08-08,1443.34,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-08-08,4788.3,Education,College Fees,Education - College Fees
2025-08-08,1532.65,Subscriptions,News Subscription,Subscriptions - News Subscription
2025-08-08,2127.46,Bills,Internet Provider,Bills - Internet Provider
2025-08-08,888.55,Groceries,BigBasket,Groceries - BigBasket
2025-08-08,1363.83,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-08-08,3933.69,Education,Coursera,Education - Coursera
2025-08-08,1503.34,Groceries,BigBasket,Groceries - BigBasket
2025-08-08,2188.09,Groceries,Zepto,Groceries - Zepto
2025-08-08,1276.72,Food,KFC,Food - KFC
2025-08-09,424.74,Transport,IRCTC,Transport - IRCTC
2025-08-09,393.57,Transport,Rapido,Transport - Rapido
2025-08-09,1030.03,Gifts,Flower Delivery,Gifts - Flower Delivery
2025-08-09,880.76,Bills,Airtel,Bills - Airtel
2025-08-09,17670.09,Travel,Travel Agent,Travel - Travel Agent
2025-08-09,1180.31,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-09,2514.21,Groceries,Zepto,Groceries - Zepto
2025-08-09,516.16,Transport,Parking,Transport - Parking
2025-08-09,624.61,Transport,Parking,Transport - Parking
2025-08-10,2067.42,Groceries,Zepto,Groceries - Zepto
2025-08-10,239.11,Transport,Rapido,Transport - Rapido
2025-08-10,2161.59,Groceries,Zepto,Groceries - Zepto
2025-08-10,1271.56,Utilities,Plumber,Utilities - Plumber
2025-08-10,765.08,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-10,801.63,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-08-10,4557.7,Shopping,Croma,Shopping - Croma
2025-08-10,307.16,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-10,2303.13,Groceries,BigBasket,Groceries - BigBasket
2025-08-11,1490.37,Gifts,Archies,Gifts - Archies
2025-08-11,1990.34,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-11,792.55,Transport,Rapido,Transport - Rapido
2025-08-11,4915.13,Education,Coaching Center,Education - Coaching Center
2025-08-11,1403.58,Personal Care,Spa,Personal Care - Spa
2025-08-11,1012.51,Other,Transfer,Other - Transfer
2025-08-11,457.31,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-11,826.78,Entertainment,Spotify,Entertainment - Spotify
2025-08-11,1384.18,Transport,Ola,Transport - Ola
2025-08-11,1865.28,Groceries,DMart,Groceries - DMart
2025-08-11,2008.24,Utilities,Plumber,Utilities - Plumber
2025-08-11,626.91,Food,Swiggy,Food - Swiggy
2025-08-11,2933.27,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-08-11,1548.1,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-11,5677.25,Education,Udemy,Education - Udemy
2025-08-11,1412.09,Other,Transfer,Other - Transfer
2025-08-12,1478.65,Transport,Indian Railways,Transport - Indian Railways
2025-08-12,4046.08,Education,College Fees,Education - College Fees
2025-08-12,180.8,Food,Street Food,Food - Street Food
2025-08-12,2301.43,Other,Cash Payment,Other - Cash Payment
2025-08-12,5241.14,Education,Stationery Shop,Education - Stationery Shop
2025-08-12,1372.62,Food,Subway,Food - Subway
2025-08-12,1061.31,Groceries,DMart,Groceries - DMart
2025-08-12,1866.64,Entertainment,Spotify,Entertainment - Spotify
2025-08-12,1369.19,Groceries,BigBasket,Groceries - BigBasket
2025-08-12,942.83,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-12,1072.21,Groceries,Blinkit,Groceries - Blinkit
2025-08-12,4460.96,Education,Unacademy,Education - Unacademy
2025-08-12,1760.53,Shopping,Amazon,Shopping - Amazon
2025-08-13,2247.62,Utilities,Electrician,Utilities - Electrician
2025-08-13,7918.61,Travel,Hotel,Travel - Hotel
2025-08-13,2291.29,Bills,Vi,Bills - Vi
2025-08-13,3083.86,Shopping,Flipkart,Shopping - Flipkart
2025-08-13,380.57,Transport,Toll Plaza,Transport - Toll Plaza
2025-08-13,16437.26,Investments,PPF,Investments - PPF
2025-08-14,1134.46,Food,Starbucks,Food - Starbucks
2025-08-14,3013.3,Shopping,DMart,Shopping - DMart
2025-08-14,707.26,Personal Care,Salon,Personal Care - Salon
2025-08-14,587.12,Personal Care,Spa,Personal Care - Spa
2025-08-14,1410.78,Personal Care,Salon,Personal Care - Salon
2025-08-14,1415.6,Personal Care,Salon,Personal Care - Salon
2025-08-14,452.61,Transport,Petrol Pump,Transport - Petrol Pump
2025-08-14,1172.4,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-08-14,2536.91,Other,Miscellaneous,Other - Miscellaneous
2025-08-14,2111.31,Shopping,Lifestyle,Shopping - Lifestyle
2025-08-15,468.33,Food,McDonald's,Food - McDonald's
2025-08-15,472.96,Food,Subway,Food - Subway
2025-08-15,311.96,Transport,Toll Plaza,Transport - Toll Plaza
2025-08-15,454.55,Food,KFC,Food - KFC
2025-08-15,1491.87,Other,UPI Payment,Other - UPI Payment
2025-08-16,281.32,Transport,Rapido,Transport - Rapido
2025-08-16,457.04,Food,Subway,Food - Subway
2025-08-16,857.82,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-16,904.4,Food,Zomato,Food - Zomato
2025-08-16,508.29,Food,Pizza Hut,Food - Pizza Hut
2025-08-16,1033.13,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-08-16,309.91,Transport,Petrol Pump,Transport - Petrol Pump
2025-08-16,852.13,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2025-08-16,1956.84,Education,College Fees,Education - College Fees
2025-08-17,1563.56,Groceries,Zepto,Groceries - Zepto
2025-08-17,276.34,Food,Domino's,Food - Domino's
2025-08-17,6047.77,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-08-17,510.3,Food,Pizza Hut,Food - Pizza Hut
2025-08-17,9128.67,Shopping,Ajio,Shopping - Ajio
2025-08-17,1433.55,Education,Coaching Center,Education - Coaching Center
2025-08-17,2087.0,Groceries,Zepto,Groceries - Zepto
2025-08-17,569.56,Transport,Ola,Transport - Ola
2025-08-17,887.24,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-08-17,1024.89,Food,KFC,Food - KFC
2025-08-17,1350.8,Bills,Water Board,Bills - Water Board
2025-08-18,1640.34,Entertainment,Netflix,Entertainment - Netflix
2025-08-18,440.81,Personal Care,Body Shop,Personal Care - Body Shop
2025-08-18,1721.66,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-08-18,914.94,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-08-18,1448.98,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-18,1338.72,Food,Pizza Hut,Food - Pizza Hut
2025-08-18,3908.0,Bills,Jio,Bills - Jio
2025-08-18,1584.37,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-18,327.76,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-08-18,1523.12,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-18,298.49,Food,Local Restaurant,Food - Local Restaurant
2025-08-19,392.79,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-19,10365.46,Investments,Zerodha,Investments - Zerodha
2025-08-19,968.84,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-19,781.23,Entertainment,Spotify,Entertainment - Spotify
2025-08-19,1514.93,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-08-19,3961.49,Travel,Hotel,Travel - Hotel
2025-08-19,1740.74,Groceries,Blinkit,Groceries - Blinkit
2025-08-19,830.05,Transport,Ola,Transport - Ola
2025-08-20,442.97,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-20,1350.13,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-08-20,181.98,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-20,385.71,Food,Domino's,Food - Domino's
2025-08-20,1085.23,Bills,Vi,Bills - Vi
2025-08-20,484.58,Transport,Indian Railways,Transport - Indian Railways
2025-08-20,566.05,Gifts,Flower Delivery,Gifts - Flower Delivery
2025-08-21,600.31,Bills,Electricity Board,Bills - Electricity Board
2025-08-21,2100.97,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-08-21,10343.9,Travel,Travel Agent,Travel - Travel Agent
2025-08-21,554.48,Food,McDonald's,Food - McDonald's
2025-08-21,470.99,Groceries,Blinkit,Groceries - Blinkit
2025-08-21,8810.52,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-08-21,2250.0,Food,Starbucks,Food - Starbucks
2025-08-21,182.24,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-21,12238.37,Travel,Goibibo,Travel - Goibibo
2025-08-21,505.04,Food,Zomato,Food - Zomato
2025-08-21,547.33,Transport,Uber,Transport - Uber
2025-08-21,388.57,Food,McDonald's,Food - McDonald's
2025-08-21,1611.44,Groceries,BigBasket,Groceries - BigBasket
2025-08-21,549.54,Transport,Indian Railways,Transport - Indian Railways
2025-08-22,358.5,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-22,1996.38,Groceries,Zepto,Groceries - Zepto
2025-08-22,1557.13,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2025-08-22,721.78,Food,McDonald's,Food - McDonald's
2025-08-22,542.63,Food,Starbucks,Food - Starbucks
2025-08-22,1975.31,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-08-22,613.9,Transport,Rapido,Transport - Rapido
2025-08-22,1630.17,Other,Transfer,Other - Transfer
2025-08-22,1289.51,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-22,1521.55,Groceries,BigBasket,Groceries - BigBasket
2025-08-22,2110.56,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-22,5441.44,Investments,Zerodha,Investments - Zerodha
2025-08-22,662.44,Personal Care,Body Shop,Personal Care - Body Shop
2025-08-23,2714.01,Other,Transfer,Other - Transfer
2025-08-23,350.2,Transport,Indian Railways,Transport - Indian Railways
2025-08-23,3411.73,Shopping,Lifestyle,Shopping - Lifestyle
2025-08-23,779.61,Transport,Ola,Transport - Ola
2025-08-23,2705.85,Investments,Mutual Fund,Investments - Mutual Fund
2025-08-23,925.19,Food,Haldirams,Food - Haldirams
2025-08-23,610.64,Food,Domino's,Food - Domino's
2025-08-23,789.81,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-23,378.39,Food,Swiggy,Food - Swiggy
2025-08-23,1756.6,Other,UPI Payment,Other - UPI Payment
2025-08-23,106.16,Transport,Petrol Pump,Transport - Petrol Pump
2025-08-23,6993.57,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-08-24,417.93,Food,Swiggy,Food - Swiggy
2025-08-24,9167.6,Shopping,Amazon,Shopping - Amazon
2025-08-24,2370.18,Personal Care,Body Shop,Personal Care - Body Shop
2025-08-24,272.42,Transport,IRCTC,Transport - IRCTC
2025-08-25,2560.54,Bills,Gas Connection,Bills - Gas Connection
2025-08-25,1213.03,Shopping,Flipkart,Shopping - Flipkart
2025-08-25,549.4,Food,Pizza Hut,Food - Pizza Hut
2025-08-25,1046.78,Gifts,Archies,Gifts - Archies
2025-08-25,1071.37,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-08-25,12775.65,Investments,Zerodha,Investments - Zerodha
2025-08-25,13422.56,Travel,Booking.com,Travel - Booking.com
2025-08-25,2598.65,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2025-08-26,2013.5,Education,Coursera,Education - Coursera
2025-08-26,1603.55,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-26,556.6,Food,McDonald's,Food - McDonald's
2025-08-26,973.02,Groceries,Zepto,Groceries - Zepto
2025-08-26,638.47,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-27,1462.32,Food,Local Restaurant,Food - Local Restaurant
2025-08-27,420.14,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-27,1738.93,Transport,Parking,Transport - Parking
2025-08-27,1742.63,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-08-27,322.77,Entertainment,Spotify,Entertainment - Spotify
2025-08-27,4930.35,Travel,AirBnB,Travel - AirBnB
2025-08-27,1357.64,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-08-27,522.59,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-08-27,868.34,Food,Haldirams,Food - Haldirams
2025-08-27,241.71,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-28,125.38,Food,Subway,Food - Subway
2025-08-28,1540.12,Shopping,Flipkart,Shopping - Flipkart
2025-08-28,1169.02,Groceries,DMart,Groceries - DMart
2025-08-28,3984.89,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-28,663.11,Food,Local Restaurant,Food - Local Restaurant
2025-08-28,3123.2,Shopping,Lifestyle,Shopping - Lifestyle
2025-08-28,4341.88,Investments,PPF,Investments - PPF
2025-08-28,1226.48,Groceries,DMart,Groceries - DMart
2025-08-28,1240.46,Healthcare,1mg,Healthcare - 1mg
2025-08-28,3344.01,Shopping,DMart,Shopping - DMart
2025-08-28,1692.46,Groceries,JioMart,Groceries - JioMart
2025-08-28,554.46,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-08-29,4471.97,Travel,AirBnB,Travel - AirBnB
2025-08-29,283.57,Food,KFC,Food - KFC
2025-08-29,892.85,Personal Care,Body Shop,Personal Care - Body Shop
2025-08-29,1712.15,Healthcare,Hospital,Healthcare - Hospital
2025-08-29,621.39,Groceries,JioMart,Groceries - JioMart
2025-08-29,2008.82,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-29,6012.54,Investments,SIP Payment,Investments - SIP Payment
2025-08-30,4739.84,Investments,Mutual Fund,Investments - Mutual Fund
2025-08-30,1094.47,Bills,Water Board,Bills - Water Board
2025-08-30,1941.33,Bills,BSNL,Bills - BSNL
2025-08-30,196.02,Transport,Indian Railways,Transport - Indian Railways
2025-08-30,1427.36,Food,McDonald's,Food - McDonald's
2025-08-30,742.48,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-08-30,3215.66,Groceries,BigBasket,Groceries - BigBasket
2025-08-30,373.65,Transport,Ola,Transport - Ola
2025-08-30,1746.29,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-08-30,1386.12,Groceries,BigBasket,Groceries - BigBasket
2025-08-30,2047.15,Groceries,JioMart,Groceries - JioMart
2025-08-30,266.29,Transport,Ola,Transport - Ola
2025-08-30,153.92,Transport,Indian Railways,Transport - Indian Railways
2025-08-30,1261.96,Food,Barbeque Nation,Food - Barbeque Nation
2025-08-30,1419.15,Food,McDonald's,Food - McDonald's
2025-08-31,1292.66,Groceries,Local Grocery,Groceries - Local Grocery
2025-08-31,1287.77,Groceries,BigBasket,Groceries - BigBasket
2025-08-31,494.57,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-08-31,10568.05,Travel,Hotel,Travel - Hotel
2025-09-01,431.98,Food,Haldirams,Food - Haldirams
2025-09-01,198.88,Food,KFC,Food - KFC
2025-09-01,998.79,Food,Local Restaurant,Food - Local Restaurant
2025-09-01,3219.76,Education,Udemy,Education - Udemy
2025-09-01,3304.01,Education,Unacademy,Education - Unacademy
2025-09-01,714.27,Entertainment,Spotify,Entertainment - Spotify
2025-09-01,844.45,Transport,IRCTC,Transport - IRCTC
2025-09-01,1731.71,Groceries,DMart,Groceries - DMart
2025-09-01,612.03,Entertainment,Netflix,Entertainment - Netflix
2025-09-01,1617.82,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-09-01,3822.17,Travel,Hotel,Travel - Hotel
2025-09-01,725.17,Subscriptions,Cloud Storage,Subscriptions - Cloud Storage
2025-09-01,723.53,Subscriptions,Cloud Storage,Subscriptions - Cloud Storage
2025-09-01,6465.5,Investments,Zerodha,Investments - Zerodha
2025-09-01,432.19,Transport,Parking,Transport - Parking
2025-09-01,241.54,Personal Care,Spa,Personal Care - Spa
2025-09-01,561.03,Transport,Rapido,Transport - Rapido
2025-09-01,376.87,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-09-01,3555.97,Education,Coursera,Education - Coursera
2025-09-01,762.78,Subscriptions,Gym Membership,Subscriptions - Gym Membership
2025-09-01,648.95,Food,KFC,Food - KFC
2025-09-02,2249.17,Shopping,Lifestyle,Shopping - Lifestyle
2025-09-02,559.15,Food,KFC,Food - KFC
2025-09-02,436.04,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-09-02,1852.43,Groceries,DMart,Groceries - DMart
2025-09-02,409.96,Transport,Petrol Pump,Transport - Petrol Pump
2025-09-02,1876.3,Shopping,Ajio,Shopping - Ajio
2025-09-02,1101.95,Transport,IRCTC,Transport - IRCTC
2025-09-02,1768.6,Groceries,DMart,Groceries - DMart
